0.557037026,0.381912347,0.46506448,0.913081224,1.361097967,9.301575991,4.918116061,0.28410772,2.146395686,0.844413238,1.614128654,3.766267574,0.413111193,0.227002408,1.070475769,1.163726048,3.579565436,0.630110122,0.775858486,0.889158523,0.365741597,2.673350775,0.71072522,2.312052145,0.553398131,0.236789237,0.306938679,0.564099419,0.388400788,0.622119955,0.622119955,0.622119955,0.622119955,0.622119955,0.622119955,0.622119955,0.622119955,0.622119955,0.622119955,0.622119955,0.622119955,0.622119955,0.622119955,0.622119955,0.622119955
2.008856216,0.63257566,0.438743071,0.760053329,1.081363587,2.464549274,1.000605844,0.190802831,1.117956915,0.580817675,0.766843736,1.424476056,0.954147834,0.929624801,0.42492827,1.25689959,1.713401489,1.237613625,0.295472659,0.830027149,2.008007411,1.979307017,2.636333735,3.037044572,0.254085287,0.261801251,0.422201189,0.606429018,0.203617196,0.193005328,0.892397754,0.892397754,0.892397754,0.892397754,0.892397754,0.892397754,0.892397754,0.892397754,0.892397754,0.892397754,0.892397754,0.892397754,0.892397754,0.892397754,0.892397754
0.742572092,0.209351435,0.412421661,0.607025434,0.801629206,3.379435396,0.21644169,0.380010554,0.503571095,0.716281297,0.393889264,0.555253234,0.61622056,0.533795088,0.816678795,0.477385782,4.35190109,0.693524059,0.506159833,0.342244683,1.489626909,0.857959674,4.422231942,2.086032571,0.152359456,0.193410521,1.936301217,0.648758617,-0.397921682,-0.4426408,0.247028949,0.247028949,0.247028949,0.247028949,0.247028949,0.247028949,0.247028949,0.247028949,0.247028949,0.247028949,0.247028949,0.247028949,0.247028949,0.247028949,0.247028949
0.657810044,0.266370011,0.429128385,0.670970379,0.912812374,0.765458219,0.251408495,0.208429167,0.416904537,0.405899903,0.299380988,0.898471432,0.113872318,-0.081531495,0.082529917,0.328500891,1.101320611,1.150664647,0.31240664,-0.045878201,0.137459071,1.042243587,0.659801859,0.936067283,0.499009283,0.281205209,0.314300056,0.480492376,0.236647721,0.10065234,0.481489326,0.481489326,0.481489326,0.481489326,0.481489326,0.481489326,0.481489326,0.481489326,0.481489326,0.481489326,0.481489326,0.481489326,0.481489326,0.481489326,0.481489326
0.573047996,5.34E-11,0.554556712,0.548367161,0.542177609,1.252873382,0.717202957,0.162711991,0.506277888,0.270439742,0.428478462,0.223400351,0.24730319,0.355234384,0.492725318,0.479934438,0.391889556,0.350835637,0.318186502,0.3861689,0.580883049,1.2265275,0.662242589,1.492928627,0.166962631,-0.099358959,0.31289519,0.375414676,0.201146238,0.219144901,0.394383596,0.394383596,0.394383596,0.394383596,0.394383596,0.394383596,0.394383596,0.394383596,0.394383596,0.394383596,0.394383596,0.394383596,0.394383596,0.394383596,0.394383596
0.37185678,0.650184635,0.839659435,0.68283813,0.526016826,1.270033167,0.622406367,0.600525044,0.838153453,0.269227372,0.371228505,0.726437662,0.191781733,0.142878509,0.185502857,0.23457145,0.939427273,0.293667339,0.327796598,0.19291067,0.070943847,0.877868856,0.855999893,0.891999621,0.730786258,0.459843435,0.246645458,0.543169643,0.275095469,0.211305205,0.307277866,0.307277866,0.307277866,0.307277866,0.307277866,0.307277866,0.307277866,0.307277866,0.307277866,0.307277866,0.307277866,0.307277866,0.307277866,0.307277866,0.307277866
0.449669453,0.349728266,0.582930285,0.546393164,0.509856043,0.815027275,0.238785857,0.377396676,0.715648538,0.268015001,0.313978547,0.292152298,0.430341864,0.430264115,0.368114478,0.13093355,1.415274416,0.405722342,0.272891641,0.519364358,0.647409656,0.88649327,0.799098694,0.477746477,0.245172232,0.367511617,0.641413246,0.710924611,0.3490447,0.224417225,0.33277833,0.33277833,0.33277833,0.33277833,0.33277833,0.33277833,0.33277833,0.33277833,0.33277833,0.33277833,0.33277833,0.33277833,0.33277833,0.33277833,0.33277833
0.527482125,1.13E-06,0.326201136,0.447195041,0.932082513,2.16563367,1.035217655,0.399497336,0.621323042,0.266802631,0.356745557,0.899791885,0.294514081,0.327127431,0.281366294,0.27227831,0.726273354,0.373461538,0.309413685,0.415342143,0.234527223,1.61E-36,0.742197494,1.328532206,0.791670301,0.422410211,0.420963142,0.398390942,0.604483839,0.161217142,0.238018616,0.238018616,0.238018616,0.238018616,0.238018616,0.238018616,0.238018616,0.238018616,0.238018616,0.238018616,0.238018616,0.238018616,0.238018616,0.238018616,0.238018616
1.000004006,0.37997242,0.306807229,0.434425918,1.354308983,1.518873375,0.852987291,0.52428517,0.717701245,0.26559026,0.823835744,0.610491225,0.284341105,0.392451807,0.167181746,0.196617052,0.623094337,0.403163999,0.437604793,0.517153711,0.257395328,0.155381536,0.685296295,1.137918504,0.747221652,0.691465547,0.211095183,1.309520242,0.859922978,0.098017059,0.143258903,0.143258903,0.143258903,0.143258903,0.143258903,0.143258903,0.143258903,0.143258903,0.143258903,0.143258903,0.143258903,0.143258903,0.143258903,0.143258903,0.143258903
0.892938807,1.468802318,0.287413322,0.421656794,0.596795372,0.718396117,2.65963375,1.548220236,0.90048402,0.13279513,0.096522519,0.138969115,0.165778747,0.550520881,0.909245737,0.120955793,0.173202205,1.786669894,0.672012089,0.49760787,0.105874146,0.310763071,0.628395095,2.637756841,1.840580108,1.229613998,0.377728114,0.530544574,1.252146158,1.369834317,0.27456211,0.27456211,0.27456211,0.27456211,0.27456211,0.27456211,0.27456211,0.27456211,0.27456211,0.27456211,0.27456211,0.27456211,0.27456211,0.27456211,0.27456211
